Number,Title,Photo,Year,Artist,Region,Category,Description,image,num,RGB_1,BCT_1,PCT_1,RGB_2,BCT_2,PCT_2,RGB_3,BCT_3,PCT_3,RGB_4,BCT_4,PCT_4,RGB_5,BCT_5,PCT_5,RGB_6,BCT_6,PCT_6,pct_black,pct_white,pct_gray,pct_red,pct_green,pct_yellow,pct_blue,pct_brown,pct_orange,pct_pink,pct_purple,palette,dominant_bct
51,Acontecimientos II,,2007,Carmen Delaco,es,Unknown,https://www.carmendelaco.com/,51.jpeg,51,"(200, 219, 217)",white,23.5,"(27, 30, 28)",black,21,"(59, 69, 73)",black,18.9,"(151, 184, 191)",gray,14.5,"(76, 113, 125)",gray,13.9,"(148, 129, 135)",gray,8.2,39.9,23.5,36.6,0,0,0,0,0,0,0,0,black 40%; gray 37%; white 24%,black
52,Antigona,,2012,Carmen Delaco,es,physical description,https://www.carmendelaco.com/,52.jpeg,52,"(135, 129, 133)",gray,27,"(152, 149, 156)",gray,24,"(110, 100, 105)",gray,14.3,"(76, 67, 72)",gray,13.9,"(42, 36, 39)",black,10.4,"(176, 179, 188)",gray,10.3,10.4,0,89.6,0,0,0,0,0,0,0,0,gray 90%; black 10%,gray
53,Medusa,,2011,Carmen Delaco,es,Warnings,https://www.carmendelaco.com/,53.jpg,53,"(159, 146, 127)",gray,28.8,"(125, 119, 109)",gray,16.5,"(107, 89, 77)",brown,16.3,"(177, 170, 159)",gray,15.5,"(149, 122, 89)",brown,14.2,"(68, 57, 53)",black,8.8,8.8,0,60.8,0,0,0,0,30.4,0,0,0,gray 61%; brown 30%; black 9%,gray
54,Saint Teresa of Jesus,,2010,Raúl Berzosa,es,Belief and ritual,https://www.artesacro.org/Noticia.asp?idreg=56137,54.jpg,54,"(4, 2, 2)",black,37,"(71, 41, 27)",brown,23.9,"(122, 90, 70)",brown,13.8,"(187, 146, 104)",brown,12.9,"(225, 203, 179)",gray,6.9,"(166, 58, 19)",red,5.4,37,0,6.9,5.4,0,0,0,50.7,0,0,0,brown 51%; black 37%; gray 7%; red 5%,brown
55,St. Luke,,2015,Raúl Berzosa,es,Belief and ritual,https://nuestra-voz.org/raul-berzosa-el-artista-espanol-con-obras-en-el-vaticano/,55.jpg,55,"(49, 39, 27)",black,22.5,"(0, 0, 0)",black,21.8,"(93, 66, 36)",brown,19.7,"(137, 107, 71)",brown,14.4,"(78, 100, 127)",blue,12.8,"(178, 147, 121)",brown,8.8,44.3,0,0,0,0,0,12.8,42.9,0,0,0,black 44%; brown 43%; blue 13%,black
56,St. Ana and the Young Virgin,,2020,Raúl Berzosa,es,Belief and ritual,https://nuestra-voz.org/raul-berzosa-el-artista-espanol-con-obras-en-el-vaticano/,56.jpg,56,"(70, 47, 27)",brown,35,"(23, 16, 14)",black,25.8,"(116, 102, 84)",brown,17.2,"(116, 51, 14)",brown,12.6,"(190, 154, 122)",brown,5,"(12, 77, 114)",blue,4.4,25.8,0,0,0,0,0,4.4,69.8,0,0,0,brown 70%; black 26%; blue 4%,brown
57,Tina,,1972,Eduardo Arroyo,es,Politics & ideology,https://www.artsy.net/artwork/eduardo-arroyo-tina-3,57.jpg,57,"(238, 231, 210)",white,40.3,"(170, 167, 162)",gray,37.9,"(32, 33, 32)",black,16.3,"(92, 155, 139)",green,2.5,"(165, 52, 46)",red,2,"(237, 195, 37)",yellow,1,16.3,40.3,37.9,2,2.5,1,0,0,0,0,0,white 40%; gray 38%; black 16%,white
58,El Caballero Español,,1970,Eduardo Arroyo,es,Politics & ideology,https://www.centrepompidou.fr/fr/ressources/oeuvre/o7eLZAl,58.jpg,58,"(93, 89, 90)",gray,48.3,"(12, 10, 12)",black,21.4,"(124, 122, 126)",gray,18.2,"(161, 47, 24)",red,5.1,"(33, 70, 136)",blue,4.3,"(232, 166, 87)",orange,2.6,21.4,0,66.5,5.1,0,0,4.3,0,2.6,0,0,gray 67%; black 21%; red 5%; blue 4%,gray
59,Parmi les peintres,,1975,Eduardo Arroyo,es,Unknown,https://www.gazette-drouot.com/article/arroyo-entre-militantisme-et-figuration-narrative/7273,59.jpg,59,"(234, 148, 21)",orange,32.3,"(206, 173, 148)",gray,27.4,"(61, 54, 49)",black,16.8,"(130, 62, 46)",brown,15.9,"(109, 118, 120)",gray,4.6,"(240, 228, 219)",white,3.1,16.8,3.1,32,0,0,0,0,15.9,32.3,0,0,orange 32%; gray 32%; black 17%; brown 16%; white 3%,orange
60,Fausto,,1975,Eduardo Arroyo,es,Arts & entertainment,https://www.gazette-drouot.com/article/arroyo-entre-militantisme-et-figuration-narrative/7273,60.jpg,60,"(30, 21, 18)",black,35.4,"(210, 147, 132)",pink,24,"(193, 125, 108)",brown,15.4,"(225, 169, 153)",pink,15.1,"(43, 48, 54)",black,6.1,"(111, 86, 75)",brown,4.1,41.5,0,0,0,0,0,0,19.5,0,39.1,0,black 41%; pink 39%; brown 19%,black
61,Ile de France,,1935,Jean Helion,fr,physical description,https://www.tate.org.uk/art/artworks/helion-ile-de-france-t00766,61.jpg,61,"(170, 177, 191)",gray,31.3,"(208, 210, 223)",white,29.4,"(63, 72, 136)",blue,18.4,"(120, 120, 145)",purple,9.1,"(46, 47, 62)",black,6.6,"(100, 81, 80)",gray,5.1,6.6,29.4,36.4,0,0,0,18.4,0,0,0,9.1,gray 36%; white 29%; blue 18%; purple 9%; black 7%,gray
62,Nude with Loaves,,1952,Jean Helion,fr,Life experiences,https://www.tate.org.uk/art/artworks/helion-nude-with-loaves-t05497,62.jpg,62,"(89, 79, 68)",brown,24.8,"(131, 100, 80)",brown,21.4,"(197, 186, 179)",gray,17.1,"(153, 127, 103)",brown,16.4,"(181, 171, 161)",gray,15.1,"(204, 155, 122)",brown,5.3,0,0,32.1,0,0,0,0,67.9,0,0,0,brown 68%; gray 32%,brown
63,Figure Rose,,1937,Jean Helion,fr,Unknown,https://www.mam.paris.fr/sites/default/files/documents/dp_jean_helion_mam.pdf,63.jpg,63,"(63, 68, 70)",gray,31.5,"(96, 103, 84)",gray,20.4,"(35, 41, 58)",black,15.1,"(180, 163, 127)",gray,13.9,"(236, 231, 204)",white,9.7,"(171, 104, 64)",brown,9.4,15.1,9.7,65.8,0,0,0,0,9.4,0,0,0,gray 66%; black 15%; white 10%; brown 9%,gray
64,Mannequinerie en solde,,1978,Jean Helion,fr,Life experiences,https://www.mam.paris.fr/en/expositions/exhibitions-jean-helion,64.jpg,64,"(204, 194, 182)",gray,37,"(201, 153, 133)",brown,20.8,"(141, 100, 94)",brown,11.5,"(104, 162, 185)",blue,11.3,"(62, 63, 67)",gray,10.9,"(13, 157, 181)",blue,8.5,0,0,47.9,0,0,0,19.8,32.4,0,0,0,gray 48%; brown 32%; blue 20%,gray
65,Pegeen,,1944,Jean Helion,fr,physical description,https://www.mam.paris.fr/en/expositions/exhibitions-jean-helion,65.jpg,65,"(177, 179, 179)",gray,28.8,"(101, 121, 136)",gray,20.1,"(41, 37, 41)",black,19.8,"(213, 217, 212)",white,15.1,"(176, 155, 114)",brown,9.1,"(178, 43, 27)",red,7.2,19.8,15.1,48.9,7.2,0,0,0,9.1,0,0,0,gray 49%; black 20%; white 15%; brown 9%; red 7%,gray
66,"Goudron 
sur verre 45.5 x 76.5 cm, 1948",,1948,Pierre Soulages,fr,physical description,https://presse.louvre.fr/wp-content/uploads/2020/02/3a015f3099fe13bef795e63da929c3e5.pdf,66.jpg,66,"(16, 13, 25)",black,30.5,"(200, 203, 212)",white,26.7,"(221, 222, 227)",white,21.1,"(181, 183, 189)",gray,15.9,"(46, 44, 57)",black,3.4,"(135, 135, 142)",gray,2.4,33.9,47.9,18.3,0,0,0,0,0,0,0,0,white 48%; black 34%; gray 18%,white
67,Etching no. 2,,1952,Pierre Soulages,fr,physical description,https://levygorvy.com/happenings/pierre-soulages-on-outrenoir/,67.jpg,67,"(31, 26, 26)",black,36.2,"(247, 243, 235)",white,24.7,"(55, 43, 43)",black,14.8,"(88, 67, 64)",brown,10.1,"(119, 112, 103)",gray,8.3,"(157, 150, 139)",gray,5.9,51,24.7,14.2,0,0,0,0,10.1,0,0,0,black 51%; white 25%; gray 14%; brown 10%,black
68,Eau forte XII,,1957,Pierre Soulages,fr,physical description,https://www.operagallery.com/viewing-rooms/pierre-soulages,68.jpg,68,"(240, 232, 219)",white,41.6,"(155, 128, 68)",yellow,16.2,"(125, 103, 56)",brown,11.5,"(52, 44, 31)",black,11.5,"(89, 73, 43)",brown,9.7,"(187, 157, 82)",yellow,9.4,11.5,41.6,0,0,0,25.6,0,21.3,0,0,0,white 42%; yellow 26%; brown 21%; black 12%,white
69,"Peinture 146 x 114 cm, 1950",,1950,Pierre Soulages,fr,physical description,https://www.operagallery.com/viewing-rooms/pierre-soulages,69.jpg,69,"(15, 14, 15)",black,71.2,"(28, 25, 24)",black,13.4,"(58, 45, 38)",black,7,"(90, 69, 57)",brown,4.7,"(219, 208, 134)",yellow,1.9,"(131, 110, 87)",brown,1.8,91.6,0,0,0,0,1.9,0,6.5,0,0,0,black 92%; brown 6%,black
70,Composition rouille et noire XXV,,1974,Pierre Soulages,fr,physical description,https://www.operagallery.com/viewing-rooms/pierre-soulages,70.jpg,70,"(132, 44, 34)",red,30.3,"(101, 42, 34)",red,19.1,"(55, 42, 38)",black,18.6,"(216, 206, 188)",gray,17.5,"(233, 224, 207)",white,13.4,"(134, 115, 102)",gray,1.1,18.6,13.4,18.6,49.4,0,0,0,0,0,0,0,red 49%; gray 19%; black 19%; white 13%,red
71,Les Folles: La mariée,,1970,Bernard Buffet,fr,Life experiences,https://rauantiques.com/blogs/artists-bio/bernard-buffet-bio?srsltid=AfmBOooSFiYuA9kpX54cY3b4qN1ouozS2lUVB46a754YQX85wuGegzl4,71.jpg,71,"(82, 53, 44)",brown,28,"(46, 30, 29)",black,26,"(117, 86, 60)",brown,20.1,"(161, 131, 94)",brown,10.7,"(194, 179, 153)",gray,8.3,"(236, 231, 215)",white,6.9,26,6.9,8.3,0,0,0,0,58.9,0,0,0,brown 59%; black 26%; gray 8%; white 7%,brown
72,Autoportrait n° 11,,1981,Bernard Buffet,fr,Identity ,https://museebernardbuffet.com/enminibio.html,72.jpg,72,"(18, 15, 11)",black,36.2,"(134, 120, 35)",yellow,20.7,"(64, 70, 52)",brown,14.7,"(105, 128, 118)",gray,12.3,"(198, 166, 58)",yellow,10.1,"(164, 185, 171)",gray,6,36.2,0,18.3,0,0,30.8,0,14.7,0,0,0,black 36%; yellow 31%; gray 18%; brown 15%,black
73,"Still Life with Fish, II",,1941,Bernard Buffet,fr,Food & drink,https://www.operagallery.com/artist/bernard-buffet,73.jpg,73,"(83, 66, 38)",brown,23.3,"(195, 175, 131)",yellow,21,"(120, 107, 68)",brown,17,"(165, 146, 107)",brown,15.8,"(46, 34, 15)",black,11.9,"(223, 202, 153)",yellow,11,11.9,0,0,0,0,32.1,0,56,0,0,0,brown 56%; yellow 32%; black 12%,brown
74,La barricade,,1949,Bernard Buffet,fr,Conflict ,https://www.artchive.com/artwork/la-barricade-bernard-buffet-1949/,74.jpg,74,"(22, 16, 11)",black,32.6,"(217, 224, 214)",white,18,"(89, 91, 81)",gray,16,"(48, 43, 35)",black,13.3,"(121, 128, 119)",gray,10.8,"(168, 190, 187)",gray,9.3,45.9,18,36.1,0,0,0,0,0,0,0,0,black 46%; gray 36%; white 18%,black
75,La Mort #5,,1999,Bernard Buffet,fr,Death ,https://www.venusovermanhattan.com/exhibitions/bernard-buffet,75.jpg,75,"(18, 16, 9)",black,27.8,"(143, 147, 133)",gray,19,"(185, 181, 161)",gray,17.2,"(60, 56, 41)",brown,15.5,"(99, 104, 94)",gray,13.8,"(230, 226, 214)",white,6.8,27.8,6.8,49.9,0,0,0,0,15.5,0,0,0,gray 50%; black 28%; brown 15%; white 7%,gray
76,Les hauts fleuris,,1961,Olivier Debre,fr,Ecology & environment,https://heni.com/news?artist=Olivier%20Debre,76.jpg,76,"(125, 68, 41)",brown,46.9,"(102, 55, 31)",brown,30.8,"(148, 97, 66)",brown,13,"(176, 165, 111)",yellow,3.6,"(217, 209, 204)",white,3.3,"(23, 100, 42)",green,2.4,0,3.3,0,0,2.4,3.6,0,90.7,0,0,0,brown 91%; yellow 4%; white 3%,brown
77,Rose Gris Raye a la Bande Orange,,1996,Olivier Debre,fr,Colour co-occurrence,https://heni.com/news?artist=Olivier%20Debre,77.jpg,77,"(211, 236, 243)",white,37,"(176, 216, 231)",gray,34.4,"(210, 134, 105)",orange,12,"(130, 146, 148)",gray,8.2,"(27, 128, 162)",blue,6.9,"(79, 57, 40)",brown,1.5,0,37,42.6,0,0,0,6.9,1.5,12,0,0,gray 43%; white 37%; orange 12%; blue 7%,gray
78,Blanche variante taches rouges de Royan,,1981,Olivier Debre,fr,Colour co-occurrence,https://heni.com/news?artist=Olivier%20Debre,78.jpg,78,"(193, 209, 205)",gray,87.1,"(152, 187, 201)",gray,6.3,"(128, 165, 116)",green,3.7,"(48, 80, 108)",blue,1.3,"(250, 254, 254)",white,1,"(180, 34, 32)",red,0.5,0,1,93.5,0.5,3.7,0,1.3,0,0,0,0,gray 93%; green 4%,gray
79,Rauland Violette,,1971,Olivier Debre,fr,Colour co-occurrence,https://heni.com/news?artist=Olivier%20Debre,79.jpg,79,"(181, 169, 187)",gray,31.7,"(198, 188, 200)",gray,29.9,"(160, 147, 172)",purple,19.5,"(134, 121, 146)",purple,8.5,"(50, 47, 61)",black,5.6,"(94, 87, 101)",gray,4.8,5.6,0,66.4,0,0,0,0,0,0,0,28,gray 66%; purple 28%; black 6%,gray
80,Ossiach,,1996,Olivier Debre,fr,Ecology & environment,https://heni.com/news?artist=Olivier%20Debre,80.jpg,80,"(118, 182, 218)",blue,52.3,"(236, 235, 231)",white,28.2,"(52, 181, 23)",green,5.8,"(7, 25, 56)",blue,5.4,"(239, 154, 22)",orange,4.6,"(25, 87, 163)",blue,3.6,0,28.2,0,0,5.8,0,61.4,0,4.6,0,0,blue 61%; white 28%; green 6%; orange 5%,blue
81,Multiplication of the Arcs,,1954,Yves Tanguy,fr,Life experiences,https://www.theartstory.org/artist/tanguy-yves/,81.jpg,81,"(149, 156, 166)",gray,24.3,"(182, 185, 192)",gray,21.1,"(28, 31, 40)",black,16,"(111, 117, 126)",gray,14.6,"(70, 73, 82)",gray,14.2,"(225, 228, 230)",white,9.9,16,9.9,74.1,0,0,0,0,0,0,0,0,gray 74%; black 16%; white 10%,gray
82,Exquisite Corpse,,1938,Yves Tanguy,fr,Unknown,https://www.nationalgalleries.org/art-and-artists/31332,82.jpg,82,"(228, 216, 196)",white,81.4,"(137, 126, 105)",gray,4.5,"(110, 101, 84)",brown,4.4,"(166, 152, 126)",gray,3.6,"(82, 75, 62)",brown,3.3,"(192, 179, 154)",gray,2.7,0,81.4,10.9,0,0,0,0,7.7,0,0,0,white 81%; gray 11%; brown 8%,white
83,Blue Bed,,1929,Yves Tanguy,fr,Unknown,https://www.artchive.com/artwork/blue-bed-yves-tanguy-1929/,83.jpg,83,"(27, 27, 26)",black,43.6,"(47, 48, 53)",gray,23.9,"(228, 234, 230)",white,14.8,"(192, 208, 208)",gray,7.8,"(71, 74, 97)",gray,7.3,"(136, 149, 179)",purple,2.7,43.6,14.8,38.9,0,0,0,0,0,0,0,2.7,black 44%; gray 39%; white 15%,black
84,Promontory Palace,,1931,Yves Tanguy,fr,Life experiences,https://www.guggenheim-venice.it/en/art/works/promontory-palace/,84.jpg,84,"(225, 224, 225)",white,36.5,"(175, 173, 166)",gray,19.1,"(205, 202, 201)",gray,17.5,"(91, 94, 86)",gray,11.5,"(136, 137, 129)",gray,10.7,"(48, 51, 44)",black,4.7,4.7,36.5,58.8,0,0,0,0,0,0,0,0,gray 59%; white 36%; black 5%,gray
85,Slowly Toward The North,,1942,Yves Tanguy,fr,Unknown,unknown,85.jpg,85,"(57, 70, 78)",black,32.1,"(30, 45, 53)",black,25.6,"(81, 102, 114)",gray,20.9,"(101, 139, 166)",blue,14.1,"(212, 220, 224)",white,5.6,"(201, 122, 80)",orange,1.8,57.6,5.6,20.9,0,0,0,14.1,0,1.8,0,0,black 58%; gray 21%; blue 14%; white 6%,black
86,Portrait De Simone En Veste Rouge,,1986,Hélène de Beauvoir,fr,Death ,https://news.artnet.com/art-world/helene-de-beauvoir-sister-to-simone-gets-her-star-turn-in-a-london-show-2600197,86.jpg,86,"(171, 77, 65)",brown,31.1,"(203, 188, 119)",yellow,21.7,"(167, 147, 138)",gray,18.4,"(211, 200, 189)",white,10.5,"(73, 91, 115)",gray,9.9,"(55, 54, 60)",gray,8.3,0,10.5,36.7,0,0,21.7,0,31.1,0,0,0,gray 37%; brown 31%; yellow 22%; white 11%,gray
87,Mondine Au Chapeau Jaune,,1954,Hélène de Beauvoir,fr,physical description,https://www.femmespeintres.be/peintres/mod/beauvoir.htm,87.jpg,87,"(165, 179, 161)",gray,26.9,"(134, 152, 136)",gray,21.6,"(170, 159, 86)",yellow,18.1,"(103, 118, 90)",green,15,"(57, 69, 61)",black,9.2,"(133, 80, 56)",brown,9.2,9.2,0,48.5,0,15,18.1,0,9.2,0,0,0,gray 49%; yellow 18%; green 15%; black 9%; brown 9%,gray
88,Femme De Tanger,,1949,Hélène de Beauvoir,fr,physical description,https://www.femmespeintres.be/peintres/mod/beauvoir.htm,88.jpg,88,"(177, 169, 155)",gray,31.6,"(26, 113, 134)",blue,15.6,"(108, 144, 146)",gray,14.6,"(156, 79, 67)",brown,14.2,"(46, 68, 55)",green,13.2,"(172, 141, 34)",yellow,10.8,0,0,46.2,0,13.2,10.8,15.6,14.2,0,0,0,gray 46%; blue 16%; brown 14%; green 13%; yellow 11%,gray
89,"Je t'aime, Ah Dis Le Avec Des Paves",,1968,Hélène de Beauvoir,fr,Unknown,https://www.femmespeintres.be/peintres/mod/beauvoir.htm,89.jpg,89,"(153, 151, 143)",gray,21.3,"(58, 56, 63)",gray,17.8,"(125, 68, 57)",brown,16.9,"(188, 187, 180)",gray,15.3,"(93, 101, 110)",gray,14.9,"(145, 126, 99)",brown,13.8,0,0,69.4,0,0,0,0,30.6,0,0,0,gray 69%; brown 31%,gray
90,"Les Femmes Souffrent, Les Hommes Jugent",,1977,Hélène de Beauvoir,fr,Power structures or hierarchies,https://hyperallergic.com/helene-de-beauvoir-steps-out-of-her-sisters-shadow-amar-gallery-london/,90.jpeg,90,"(239, 246, 245)",white,27.2,"(218, 220, 215)",white,16.8,"(192, 191, 189)",gray,15.2,"(106, 68, 69)",brown,14.7,"(167, 162, 161)",gray,13.2,"(130, 104, 109)",gray,13,0,43.9,41.3,0,0,0,0,14.7,0,0,0,white 44%; gray 41%; brown 15%,white
92,Janet and Lilies,,1961,John Bratby,en,physical description,https://www.royalacademy.org.uk/art-artists/name/john-bratby-ra,92.jpg,92,"(29, 40, 62)",black,26.2,"(222, 219, 216)",white,18.9,"(55, 78, 107)",blue,18.4,"(174, 171, 172)",gray,15.3,"(110, 126, 145)",purple,13.7,"(132, 89, 81)",brown,7.5,26.2,18.9,15.3,0,0,0,18.4,7.5,0,0,13.7,black 26%; white 19%; blue 18%; gray 15%; purple 14%; brown 7%,black
94,"Fishing Boat at Dungeness, 'RX67'",,1965,John Bratby,en,physical description,https://www.royalacademy.org.uk/art-artists/name/john-bratby-ra,94.jpg,94,"(230, 231, 226)",white,23.6,"(191, 165, 109)",yellow,19,"(195, 196, 186)",gray,17.9,"(118, 110, 82)",brown,16.1,"(129, 151, 165)",purple,15,"(43, 40, 32)",black,8.4,8.4,23.6,17.9,0,0,19,0,16.1,0,0,15,white 24%; yellow 19%; gray 18%; brown 16%; purple 15%; black 8%,white
96,Bathroom Mirror,,1968,Patrick Caulfield,en,Life experiences,https://cristearoberts.com/exhibitions/54-patrick-caulfield-prints-1964-1999/,96.jpg,96,"(86, 189, 184)",gray,40.3,"(125, 213, 212)",gray,25,"(113, 201, 199)",gray,20.3,"(23, 59, 65)",black,7.8,"(80, 146, 145)",gray,3.4,"(49, 99, 102)",gray,3.3,7.8,0,92.2,0,0,0,0,0,0,0,0,gray 92%; black 8%,gray
98,After Lunch,,1975,Patrick Caulfield,en,Life experiences,https://www.tate.org.uk/art/artworks/caulfield-after-lunch-t02033,98.jpg,98,"(25, 85, 143)",blue,27.2,"(104, 159, 218)",blue,25.5,"(28, 105, 174)",blue,16.4,"(12, 39, 62)",black,15.6,"(37, 71, 94)",blue,10.4,"(89, 120, 134)",gray,4.9,15.6,0,4.9,0,0,0,79.5,0,0,0,0,blue 80%; black 16%; gray 5%,blue
100,Hemingway Never Ate Here,,1999,Patrick Caulfield,en,Life experiences,https://www.tate.org.uk/art/artworks/caulfield-hemingway-never-ate-here-t07509,100.jpg,100,"(49, 84, 63)",green,57.9,"(252, 242, 76)",yellow,17.7,"(44, 50, 41)",black,12.6,"(104, 72, 48)",brown,7.4,"(216, 223, 214)",white,3.3,"(149, 153, 94)",green,1.1,12.6,3.3,0,0,59,17.7,0,7.4,0,0,0,green 59%; yellow 18%; black 13%; brown 7%; white 3%,green
102,Dolphin Painting No.4,,1991,Gary Hume,en,Unknown,https://www.tate.org.uk/research/tate-papers/33/layers-looking-changing-surfaces-paintings-gary-hume,102.jpg,102,"(196, 196, 198)",gray,28.6,"(184, 37, 64)",red,19.9,"(10, 11, 11)",black,18.4,"(248, 224, 120)",yellow,14.1,"(242, 230, 210)",white,14,"(42, 124, 69)",green,5.1,18.4,14,28.6,19.9,5.1,14.1,0,0,0,0,0,gray 29%; red 20%; black 18%; yellow 14%; white 14%; green 5%,gray
104,Water Painting,,1999,Gary Hume,en,physical description,https://www.tate.org.uk/art/artworks/hume-water-painting-t07618,104.jpg,104,"(206, 190, 25)",yellow,39.4,"(190, 177, 28)",yellow,19.8,"(193, 185, 67)",yellow,12.1,"(230, 223, 156)",yellow,10.4,"(236, 229, 208)",white,9.2,"(207, 200, 113)",yellow,9.1,0,9.2,0,0,0,90.8,0,0,0,0,0,yellow 91%; white 9%,yellow
106,Interior at Furlongs,,1931,Eric Ravilious,en,Life experiences,https://eclecticlight.co/2020/09/18/quiet-landscapes-watercolours-of-eric-ravilious-2/,106.jpg,106,"(216, 214, 213)",white,29.7,"(194, 184, 181)",gray,22.6,"(163, 152, 156)",gray,19,"(124, 118, 128)",gray,12.6,"(95, 73, 77)",brown,8.4,"(171, 119, 99)",brown,7.8,0,29.7,54.1,0,0,0,0,16.2,0,0,0,gray 54%; white 30%; brown 16%,gray
108,The Vale of the White Horse,,1939,Eric Ravilious,en,Life experiences,https://eclecticlight.co/2020/09/18/quiet-landscapes-watercolours-of-eric-ravilious-2/,108.jpg,108,"(110, 104, 65)",brown,25.8,"(135, 124, 80)",brown,21.9,"(83, 83, 54)",brown,18,"(136, 135, 136)",gray,14,"(177, 171, 166)",gray,10.5,"(162, 148, 109)",brown,9.8,0,0,24.5,0,0,0,0,75.5,0,0,0,brown 75%; gray 25%,brown
110,Tea at Furlongs,,1942,Eric Ravilious,en,Life experiences,https://fryartgallery.org/work-of-the-week-30-tea-at-furlongs-by-eric-ravilious/,110.jpg,110,"(223, 222, 224)",white,28,"(196, 196, 202)",gray,21,"(149, 140, 143)",gray,16.2,"(175, 169, 172)",gray,15.6,"(120, 111, 113)",gray,13,"(89, 71, 69)",brown,6.1,0,28,65.9,0,0,0,0,6.1,0,0,0,gray 66%; white 28%; brown 6%,gray
111,Winter Still Life with Candle,,1950,Mary Fedden,en,physical description,https://www.lyonandturnbull.com/auctions/fine-paintings-316/lot/206?srsltid=AfmBOop1OvenTdLgFxBT_zjNMzFPWGtzLTUyik-C18_X-6dT4M-7Vud5,111.jpg,111,"(40, 35, 29)",black,36,"(72, 63, 43)",brown,18.7,"(117, 101, 58)",brown,16.7,"(152, 141, 86)",yellow,11,"(188, 178, 122)",yellow,10,"(224, 214, 172)",white,7.5,36,7.5,0,0,0,21.1,0,35.4,0,0,0,black 36%; brown 35%; yellow 21%; white 8%,black
112,Landscape in Gozo,,1960,Mary Fedden,en,physical description,https://timesofmalta.com/article/encounters-with-malta-and-gozo.696281,112.jpg,112,"(172, 70, 50)",brown,29.7,"(149, 48, 39)",red,28.7,"(108, 49, 49)",red,16.7,"(185, 91, 92)",red,11,"(201, 122, 122)",pink,8.2,"(213, 172, 155)",gray,5.6,0,0,5.6,56.5,0,0,0,29.7,0,8.2,0,red 56%; brown 30%; pink 8%; gray 6%,red
113,Two women on the shore,,1977,Mary Fedden,en,physical description,https://www.murrayedwards.cam.ac.uk/womens-art-collection/artwork/white-church-landscape,113.jpg,113,"(129, 129, 128)",gray,21.8,"(82, 81, 79)",gray,19.8,"(170, 206, 206)",gray,19.2,"(230, 239, 239)",white,18.7,"(116, 179, 186)",gray,14.9,"(45, 131, 153)",blue,5.6,0,18.7,75.7,0,0,0,5.6,0,0,0,0,gray 76%; white 19%; blue 6%,gray
114,The Etching Table,,1971,Mary Fedden,en,physical description,https://www.painters-online.co.uk/tips-techniques/in-conversation/articles/the-artist-masterclass-with-mary-fedden/,114.jpg,114,"(27, 26, 38)",black,45.8,"(56, 47, 53)",black,19.4,"(137, 106, 115)",purple,12.3,"(96, 77, 80)",gray,11.3,"(171, 141, 151)",purple,8.1,"(236, 226, 222)",white,3,65.2,3,11.3,0,0,0,0,0,0,0,20.5,black 65%; purple 20%; gray 11%; white 3%,black
115,Red Parasol,,1978,Mary Fedden,en,physical description,https://www.painters-online.co.uk/tips-techniques/in-conversation/articles/the-artist-masterclass-with-mary-fedden/,115.jpg,115,"(234, 227, 221)",white,37.6,"(219, 203, 189)",gray,23.9,"(170, 161, 143)",gray,17,"(132, 129, 119)",gray,11.7,"(196, 89, 48)",orange,5.6,"(52, 50, 45)",black,4.3,4.3,37.6,52.6,0,0,0,0,0,5.6,0,0,gray 53%; white 38%; orange 6%; black 4%,gray
116,Blue and Lemon,,2001,Terry Frost,en,Colour co-occurrence,https://www.artsy.net/artwork/terry-frost-blue-and-lemon-1,116.jpg,116,"(220, 236, 241)",white,55.4,"(242, 191, 39)",yellow,18.3,"(55, 72, 130)",blue,14.8,"(140, 73, 100)",purple,4.1,"(232, 99, 86)",red,3.7,"(193, 167, 180)",purple,3.6,0,55.4,0,3.7,0,18.3,14.8,0,0,0,7.7,white 55%; yellow 18%; blue 15%; purple 8%; red 4%,white
117,Ice Blue,,1972,Terry Frost,en,Unknown,https://www.zimmerstewart.co.uk/post/terry-frost-in-his-own-words,117.jpg,117,"(126, 188, 181)",gray,49.5,"(237, 236, 228)",white,24.7,"(202, 110, 57)",orange,13.5,"(92, 166, 175)",gray,7.5,"(38, 35, 34)",black,2.6,"(179, 203, 193)",gray,2.2,2.6,24.7,59.2,0,0,0,0,0,13.5,0,0,gray 59%; white 25%; orange 13%,gray
118,"Umea, Sweden",,1979,Terry Frost,en,Ecology & environment,https://www.tate.org.uk/art/artworks/frost-umea-sweden-p07987,118.jpg,118,"(242, 237, 231)",white,59.9,"(236, 231, 225)",white,23.3,"(25, 24, 22)",black,9.4,"(230, 226, 217)",white,6.7,"(201, 196, 189)",gray,0.5,"(114, 110, 105)",gray,0.2,9.4,89.9,0.8,0,0,0,0,0,0,0,0,white 90%; black 9%,white
119,Yellow Triptych,,1959,Terry Frost,en,Ecology & environment,https://shop.tate.org.uk/terry-frost-yellow-triptych/terfro1512.html,119.jpg,119,"(241, 205, 79)",yellow,38.7,"(250, 221, 106)",yellow,22,"(220, 174, 72)",yellow,12.6,"(166, 50, 32)",red,10.8,"(71, 40, 38)",brown,9.6,"(189, 121, 59)",orange,6.2,0,0,0,10.8,0,73.3,0,9.6,6.2,0,0,yellow 73%; red 11%; brown 10%; orange 6%,yellow
